Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
426,Drifblim,고스트,비행,"['Aftermath', 'Flare Boost', 'Unburden']",150,80,44,90,54,80,498,83.0,33.95585369269929,4.0,Fluctuating,1640000,1.0,60,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,1.2,15.0,10.4
427,Buneary,노말,,"['Klutz', 'Limber', 'Run Away']",55,66,44,44,56,85,350,58.333333333333336,14.12641340027806,4.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.5,34.4
428,Lopunny,노말,,"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,480,80.0,17.3877351409933,4.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,33.3,23.1
428,Mega Lopunny,노말,격투,['Scrappy'],65,136,94,54,96,135,580,96.66666666666669,31.217872373939187,6.0,Medium Fast,1000000,1.0,60,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,1.3,28.3,16.7
429,Mismagius,고스트,,['Levitate'],60,60,60,105,105,105,495,82.5,22.5,4.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.9,4.4,5.4
430,Honchkrow,악,비행,"['Insomnia', 'Moxie', 'Super Luck']",100,125,52,105,52,71,505,84.16666666666667,27.673192001566346,4.0,Medium Slow,1059860,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.9,27.3,33.7
431,Glameow,노말,,"['Keen Eye', 'Limber', 'Own Tempo']",49,55,42,42,37,85,310,51.66666666666666,15.975675955095678,4.0,Fast,800000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,3.9,15.6
432,Purugly,노말,,"['Defiant', 'Own Tempo', 'Thick Fat']",71,82,64,64,59,112,452,75.33333333333333,17.94126218773052,4.0,Fast,800000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.8,43.8
433,Chingling,에스퍼,,['Levitate'],45,30,50,65,50,45,285,47.5,10.307764064044152,4.0,Fast,800000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2,0.6,15.0
434,Stunky,독,악,"['Aftermath', 'Keen Eye', 'Stench']",63,63,47,41,41,74,329,54.833333333333336,12.548793656054045,4.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4,19.2,120.0
435,Skuntank,독,악,"['Aftermath', 'Keen Eye', 'Stench']",103,93,67,71,61,84,479,79.83333333333333,14.85952743378993,4.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,38.0,38.0
436,Bronzor,강철,에스퍼,"['Heatproof', 'Heavy Metal', 'Levitate']",57,24,86,24,86,23,300,50.0,28.053520278211074,4.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,60.5,242.0
437,Bronzong,강철,에스퍼,"['Heatproof', 'Heavy Metal', 'Levitate']",67,89,116,79,116,33,500,83.33333333333333,28.82514334550461,4.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.3,187.0,110.7
438,Bonsly,바위,,"['Rattled', 'Rock Head', 'Sturdy']",50,80,95,10,45,10,290,48.333333333333336,31.97221015541813,4.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,15.0,60.0
439,Mime Jr.,에스퍼,페어리,"['Filter', 'Soundproof', 'Technician']",20,25,45,70,90,60,310,51.66666666666666,24.60803843372233,4.0,Medium Fast,1000000,0.0,145,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.6,13.0,36.1
440,Happiny,노말,,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100,5,5,15,65,30,220,36.66666666666666,34.96029493900505,4.0,Fast,800000,0.0,130,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,24.4,67.8
441,Chatot,노말,비행,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,411,68.5,19.92276754536544,4.0,Medium Slow,1059860,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.9,7.6
442,Spiritomb,고스트,악,"['Infiltrator', 'Pressure']",50,92,108,92,108,35,485,80.83333333333333,28.215933245045942,4.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,108.0
443,Gible,드래곤,땅,"['Rough Skin', 'Sand Veil']",58,70,45,40,45,42,300,50.0,10.63014581273465,4.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.7,20.5,41.8
444,Gabite,드래곤,땅,"['Rough Skin', 'Sand Veil']",68,90,65,50,55,82,410,68.33333333333333,14.031710119899458,4.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.4,56.0,28.6
445,Garchomp,드래곤,땅,"['Rough Skin', 'Sand Veil']",108,130,95,80,85,102,600,100.0,16.421530582338136,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3
445,Mega Garchomp,드래곤,땅,['Sand Force'],108,170,115,120,95,92,700,116.66666666666669,25.85644127786257,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3
446,Munchlax,노말,,"['Gluttony', 'Pickup', 'Thick Fat']",135,85,40,40,85,5,390,65.0,41.93248541803041,4.0,Slow,1250000,0.0,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,105.0,291.7
447,Riolu,격투,,"['Inner Focus', 'Prankster', 'Steadfast']",40,70,40,35,40,60,285,47.5,12.82900359861721,4.0,Medium Slow,1059860,0.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,20.2,41.2
448,Lucario,격투,강철,"['Inner Focus', 'Justified', 'Steadfast']",70,110,70,115,70,90,525,87.5,19.09406539564933,4.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.2,54.0,37.5
448,Mega Lucario,격투,강철,['Adaptability'],70,145,88,140,70,112,625,104.16666666666669,30.57459003086641,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.3,57.5,34.0
449,Hippopotas,땅,,"['Sand Force', 'Sand Stream']",68,72,78,38,42,32,330,55.0,18.138357147217054,4.0,Slow,1250000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,49.5,77.3
450,Hippowdon,땅,,"['Sand Force', 'Sand Stream']",108,112,118,68,72,47,525,87.5,26.493709945318468,4.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,300.0,75.0
451,Skorupi,독,벌레,"['Battle Armor', 'Keen Eye', 'Sniper']",40,50,90,30,55,65,330,55.0,19.14854215512676,4.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,12.0,18.8
452,Drapion,독,악,"['Battle Armor', 'Keen Eye', 'Sniper']",70,90,110,60,75,95,500,83.33333333333333,16.74979270186815,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.3,61.5,36.4
453,Croagunk,독,격투,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,300,50.0,8.621678104251709,4.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.7,23.0,46.9
454,Toxicroak,독,격투,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,490,81.66666666666667,14.019827229875393,4.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.3,44.4,26.3
455,Carnivine,풀,,['Levitate'],74,100,72,90,72,46,454,75.66666666666667,16.868774571839992,4.0,Slow,1250000,1.0,200,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,27.0,13.8
456,Finneon,물,,"['Storm Drain', 'Swift Swim', 'Water Veil']",49,49,56,49,61,66,330,55.0,6.6583281184793925,4.0,Erratic,600000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.0,43.8
457,Lumineon,물,,"['Storm Drain', 'Swift Swim', 'Water Veil']",69,69,76,69,86,91,460,76.66666666666667,8.844332774281066,4.0,Erratic,600000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,24.0,16.7
458,Mantyke,물,비행,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,345,57.5,30.516389039334257,4.0,Slow,1250000,0.0,25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,65.0,65.0
459,Snover,풀,얼음,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,334,55.66666666666666,8.117197107923946,4.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.5,50.5
460,Abomasnow,풀,얼음,"['Snow Warning', 'Soundproof']",90,92,75,92,85,60,494,82.33333333333333,11.585431464655178,4.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.2,135.5,28.0
460,Mega Abomasnow,풀,얼음,['Snow Warning'],90,132,105,132,105,30,594,99.0,34.38022687534217,6.0,Slow,1250000,1.0,60,0.0,1.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.7,185.0,25.4
461,Weavile,악,얼음,"['Pickpocket', 'Pressure']",70,120,65,45,85,125,510,85.0,29.011491975882016,4.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,1.1,34.0,28.1
462,Magnezone,전기,강철,"['Analytic', 'Magnet Pull', 'Sturdy']",70,70,115,130,90,60,535,89.16666666666667,25.56310275029661,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.2,180.0,125.0
463,Lickilicky,노말,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110,85,95,80,95,50,515,85.83333333333333,18.577914008006623,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.7,140.0,48.4
464,Rhyperior,땅,바위,"['Lightning Rod', 'Reckless', 'Solid Rock']",115,140,130,55,55,40,535,89.16666666666667,40.14729823481969,4.0,Slow,1250000,1.0,30,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.4,282.8,49.1
465,Tangrowth,풀,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,535,89.16666666666667,28.92759159618297,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,128.6,32.2
466,Electivire,전기,,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,540,90.0,17.879224442538515,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.8,138.6,42.8
467,Magmortar,불꽃,,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,540,90.0,18.610033136277146,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.6,68.0,26.6
468,Togekiss,페어리,비행,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,545,90.83333333333331,23.348209543536505,4.0,Fast,800000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,1.5,38.0,16.9
469,Yanmega,벌레,비행,"['Frisk', 'Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,515,85.83333333333333,18.169724513291023,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.9,51.5,14.3
470,Leafeon,풀,,"['Chlorophyll', 'Leaf Guard']",65,110,130,60,65,95,525,87.5,26.25991876098121,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,25.5
471,Glaceon,얼음,,"['Ice Body', 'Snow Cloak']",65,60,110,130,95,65,525,87.5,26.25991876098121,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8,25.9,40.5
472,Gliscor,땅,비행,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75,95,125,45,75,95,510,85.0,24.49489742783178,4.0,Medium Slow,1059860,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.5,10.6
473,Mamoswine,얼음,땅,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,530,88.33333333333333,24.09472049133493,4.0,Slow,1250000,1.0,50,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,291.0,46.6
474,Porygon-Z,노말,,"['Adaptability', 'Analytic', 'Download']",85,80,70,135,75,90,535,89.16666666666667,21.489661597046045,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,34.0,42.0
475,Gallade,에스퍼,격투,"['Justified', 'Steadfast']",68,125,65,65,115,80,518,86.33333333333333,24.506235034283737,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.6,52.0,20.3
475,Mega Gallade,에스퍼,격투,['Inner Focus'],68,165,95,65,115,110,618,103.0,33.590673308722664,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.6,56.4,22.0
476,Probopass,바위,강철,"['Magnet Pull', 'Sand Force', 'Sturdy']",60,55,145,75,150,40,525,87.5,43.66062299143245,4.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.4,340.0,173.5
477,Dusknoir,고스트,,"['Frisk', 'Pressure']",45,100,135,65,135,45,525,87.5,38.26987501068344,4.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.2,106.6,22.0
478,Froslass,얼음,고스트,"['Cursed Body', 'Snow Cloak']",70,80,70,80,70,110,480,80.0,14.142135623730953,4.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,1.3,26.6,15.7
479,Rotom,전기,고스트,['Levitate'],50,50,77,95,77,91,440,73.33333333333333,17.78263822446552,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0.3,0.3,3.3
479,Rotom-Wash,전기,물,['Levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3,0.3,3.3
479,Rotom-Heat,전기,불꽃,['Levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,0.3,0.3,3.3
479,Rotom-Mow,전기,풀,['Levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,0.3,3.3
479,Rotom-Frost,전기,얼음,['Levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,3.3
479,Rotom-Fan,전기,비행,['Levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.3,0.3,3.3
480,Uxie,에스퍼,,['Levitate'],75,75,130,75,130,95,580,96.66666666666669,24.60803843372233,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3
481,Mesprit,에스퍼,,['Levitate'],80,105,105,105,105,80,580,96.66666666666669,11.78511301977579,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3
482,Azelf,에스퍼,,['Levitate'],75,125,70,125,70,115,580,96.66666666666669,25.27625148017184,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3
483,Dialga,강철,드래곤,"['Pressure', 'Telepathy']",100,120,120,150,100,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,5.4,683.0,23.4
484,Palkia,물,드래곤,"['Pressure', 'Telepathy']",90,120,100,150,120,100,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,4.2,336.0,19.0
485,Heatran,불꽃,강철,"['Flame Body', 'Flash Fire']",91,90,106,130,106,77,600,100.0,16.743157806499145,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,1.7,430.0,148.8
486,Regigigas,노말,,['Slow Start'],110,160,110,80,110,100,670,111.66666666666669,24.094720491334936,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.7,420.0,30.7
487,Giratina,고스트,드래곤,"['Pressure', 'Telepathy']",150,100,120,100,120,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,4.5,750.0,37.0
487,Giratina-Origin,드래곤,고스트,['Pressure'],150,120,100,120,100,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,6.9,650.0,13.7
488,Cresselia,에스퍼,,['Levitate'],120,70,120,75,130,85,600,100.0,23.9791576165636,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,85.6,38.0
489,Phione,물,,['Hydration'],80,80,80,80,80,80,480,80.0,0.0,4.0,Slow,1250000,1.0,30,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,3.1,19.4
490,Manaphy,물,,['Hydration'],100,100,100,100,100,100,600,100.0,0.0,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.4,15.6
